City_ID,City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
277,sinnamary,GF,75.51,91,100,5.91,5.3833,-52.95,1650667071
278,ballina,AU,71.56,78,100,14.97,-28.8667,153.5667,1650667072
279,warmbad,NA,67.05,52,52,4.32,-28.45,18.7333,1650667072
280,luderitz,NA,59.72,78,0,16.8,-26.6481,15.1594,1650666931
281,mareeba,AU,72.45,93,99,5.32,-17.0,145.4333,1650667073
282,vibo valentia,IT,54.19,87,85,8.97,38.6996,16.1274,1650667073
283,sao joao da barra,BR,76.28,87,0,11.83,-21.6403,-41.0511,1650666962
284,coolum beach,AU,74.1,72,59,16.6,-26.5333,153.1,1650667074
285,ribas do rio pardo,BR,79.34,46,56,6.15,-20.4431,-53.7592,1650666806
286,goderich,CA,41.92,77,100,5.99,43.7501,-81.7165,1650666918
287,ciudad bolivar,VE,90.5,40,68,12.46,8.1222,-63.5497,1650667075
288,vila franca do campo,PT,57.61,68,88,6.46,37.7167,-25.4333,1650666915
289,kuito,AO,55.09,77,95,3.98,-12.3833,16.9333,1650667075
290,wuwei,CN,55.71,33,21,3.36,37.9281,102.6414,1650667075
291,zachary,US,82.67,54,0,13.8,30.6485,-91.1565,1650666858
292,olhao,PT,57.09,67,40,26.46,37.0286,-7.8411,1650667076
293,vung tau,VN,81.32,83,23,13.96,10.346,107.0843,1650666893
294,georgetown,MY,82.33,93,20,5.01,5.4112,100.3354,1650666920
295,yulara,AU,60.64,51,100,8.05,-25.2406,130.9889,1650667077
296,surgut,RU,15.98,85,75,11.18,61.25,73.4167,1650667078
297,katsuura,JP,67.21,79,90,10.69,35.1333,140.3,1650666957
298,camacha,PT,58.42,72,75,16.11,33.0833,-16.3333,1650667078
299,naze,JP,72.52,91,100,10.83,28.3667,129.4833,1650667079
300,grants,US,71.83,10,100,24.16,35.1473,-107.8514,1650667079
301,antalaha,MG,74.32,92,97,4.61,-14.9003,50.2788,1650667079
302,liverpool,GB,48.15,74,0,13.8,53.4106,-2.9779,1650666901
303,moree,AU,66.22,59,100,5.75,-29.4667,149.85,1650667080
304,sainte-suzanne,RE,77.22,89,100,17.27,-20.9061,55.6089,1650667080
305,tambo,PE,39.81,80,90,7.52,-14.8,-73.9167,1650667081
306,tera,NE,92.8,10,56,6.73,14.0078,0.7531,1650667081
307,omboue,GA,78.31,89,100,4.47,-1.5746,9.2618,1650666940
308,kavieng,PG,83.53,76,99,10.38,-2.5744,150.7967,1650666932
309,vostok,RU,32.97,97,100,4.27,46.4856,135.8833,1650667082
310,jakar,BT,47.3,91,66,1.59,27.5492,90.7525,1650667082
311,kyaikkami,MM,82.17,76,26,3.44,16.08,97.5675,1650667083
312,padang,ID,78.08,85,100,3.83,-0.9492,100.3543,1650666845
313,sigli,ID,79.16,81,93,4.29,5.3848,95.9609,1650667084
314,ixtapa,MX,79.23,73,0,11.5,20.7,-105.2,1650667084
315,aklavik,CA,24.76,85,100,19.19,68.2191,-135.0107,1650667084
316,cap malheureux,MU,76.46,71,73,8.99,-19.9842,57.6142,1650667085
317,san pedro,PH,82.26,75,20,3.44,14.35,121.0167,1650667085
318,caravelas,BR,74.5,80,14,5.97,-17.7125,-39.2481,1650666944
319,pacific grove,US,62.42,73,20,13.8,36.6177,-121.9166,1650666979
320,thessalon,CA,44.89,71,78,5.28,46.2501,-83.5666,1650667086
321,norman wells,CA,30.24,43,0,13.8,65.282,-126.8329,1650667086
322,tokur,RU,26.69,76,82,2.39,53.1333,132.9,1650667087
323,joigny,FR,46.81,91,86,5.99,47.9829,3.401,1650667087
324,grand-santi,GF,72.39,99,100,2.42,4.25,-54.3833,1650667088
325,wanaka,NZ,54.72,50,63,4.21,-44.7,169.15,1650666895
326,mogadishu,SO,82.63,76,55,14.34,2.0371,45.3438,1650667088
327,rio grande,BR,69.91,96,100,18.63,-32.035,-52.0986,1650667089
328,puerto escondido,MX,85.03,70,75,6.91,15.85,-97.0667,1650667089
329,tsiroanomandidy,MG,66.56,89,100,2.66,-18.7667,46.0333,1650667089
330,banyo,CM,72.01,73,89,1.39,6.75,11.8167,1650667090
331,general roca,AR,63.63,48,56,20.07,-39.0333,-67.5833,1650667090
332,karratha,AU,78.82,29,9,11.07,-20.7377,116.8463,1650667091
333,korcula,HR,58.86,79,96,3.53,42.9622,17.1369,1650667091
334,flin flon,CA,40.84,45,75,6.91,54.7682,-101.865,1650667089
335,calabozo,VE,86.29,50,97,3.83,8.9242,-67.4293,1650667092
336,port macquarie,AU,62.49,94,40,9.22,-31.4333,152.9167,1650666691
337,san cristobal,VE,77.18,84,59,3.67,7.7669,-72.225,1650667092
338,sokolo,ML,90.01,12,100,14.05,14.7328,-6.1219,1650667093
339,avera,US,80.65,62,7,5.14,33.194,-82.5271,1650666904
340,suraabad,AZ,53.76,70,13,6.96,40.8192,49.4687,1650667093
341,zeya,RU,37.83,56,100,1.32,53.75,127.2667,1650667094
342,sungaipenuh,ID,65.73,96,100,1.74,-2.0833,101.3833,1650667094
343,boddam,GB,43.18,81,4,11.65,57.4667,-1.7833,1650667095
344,kushima,JP,68.52,61,100,3.89,31.4583,131.2333,1650667095
345,hirara,JP,75.47,94,75,14.97,24.8,125.2833,1650667095
346,fort nelson,CA,49.59,32,75,4.61,58.8053,-122.7002,1650667096
347,bela,IN,84.65,21,0,2.82,25.9333,81.9833,1650667096
348,ampanihy,MG,78.03,59,89,8.86,-24.7,44.75,1650667097
349,vanderhoof,CA,51.06,42,100,7.49,54.0166,-124.0198,1650667097
350,kangaatsiaq,GL,17.46,88,100,5.84,68.3065,-53.4641,1650667097
351,abonnema,NG,79.52,88,92,4.41,4.7084,6.7931,1650667098
352,nara,JP,63.97,69,99,5.08,34.6851,135.8049,1650666955
353,sokoni,TZ,81.75,74,83,5.91,-6.4333,39.55,1650667098
354,laguna,US,68.61,42,40,4.61,38.421,-121.4238,1650666813
355,markivka,UA,43.86,83,78,6.58,49.5229,39.5705,1650667099
356,verkhoturye,RU,23.76,85,42,2.8,58.8627,60.8054,1650667099
357,denpasar,ID,80.26,88,20,2.3,-8.65,115.2167,1650666916
358,det udom,TH,78.62,73,5,4.07,14.906,105.0784,1650667100
359,faya,SA,64.51,44,97,5.93,18.3851,42.4509,1650667101
360,troitskoye,RU,30.0,52,96,6.8,52.9821,84.6757,1650667101
361,tabas,IR,82.62,20,100,2.3,33.5959,56.9244,1650667101
362,kribi,CM,79.86,85,66,6.76,2.95,9.9167,1650667102
363,shimoda,JP,68.52,72,91,17.98,34.6667,138.95,1650667102
364,gamba,GA,77.49,90,100,2.08,-2.65,10.0,1650667102
365,san vicente,AR,63.36,98,39,4.0,-26.6167,-54.1333,1650667103
366,bria,CF,71.92,86,100,0.56,6.5423,21.9863,1650667103
367,poya,NC,78.82,66,68,8.66,-21.35,165.15,1650667104
368,quelimane,MZ,73.2,94,53,3.71,-17.8786,36.8883,1650666935
369,puerto madryn,AR,57.85,44,85,9.8,-42.7692,-65.0385,1650667104
370,doka,SD,82.13,51,91,5.61,13.5167,35.7667,1650667104
371,maykor,RU,23.95,95,80,2.3,59.0059,55.88,1650667105
372,pierre,US,76.86,62,40,10.0,44.3683,-100.351,1650666892
373,esna,EG,75.22,15,65,9.89,25.2934,32.554,1650667106
374,san rafael,AR,58.35,62,34,10.51,-34.6177,-68.3301,1650667106
375,tiksi,RU,13.14,94,100,7.85,71.6872,128.8694,1650667106
376,marawi,PH,71.29,88,67,1.23,7.9986,124.2928,1650667107
377,tuatapere,NZ,54.7,72,16,6.33,-46.1333,167.6833,1650667107
378,casambalangan,PH,80.65,77,22,8.63,18.3765,122.1274,1650667108
379,nandu,CN,71.38,95,18,2.21,22.8525,110.8233,1650667108
380,orotukan,RU,20.01,89,97,3.36,62.2667,151.7,1650667108
381,navalmoral de la mata,ES,46.96,93,99,7.72,39.8916,-5.5406,1650667110
382,comodoro rivadavia,AR,49.86,66,0,4.61,-45.8667,-67.5,1650667110
383,shakiso,ET,59.16,98,99,3.36,5.75,38.9167,1650667111
384,nanchang,CN,68.74,96,100,2.01,28.6833,115.8833,1650666912
385,ilinskiy,RU,46.11,81,0,0.0,55.619,38.1182,1650667111
386,luba,GQ,81.19,85,92,8.32,3.4568,8.5547,1650667112
387,lokomotivnyy,RU,36.27,45,7,5.68,53.0118,60.5684,1650667112
388,mayo,US,73.35,35,0,6.91,38.8876,-76.5119,1650667112
389,porangatu,BR,76.71,70,100,1.01,-13.4408,-49.1486,1650667113
390,presidente bernardes,BR,80.98,45,1,7.0,-22.0061,-51.5531,1650667113
391,anloga,GH,82.09,81,38,9.78,5.7947,0.8973,1650666941
392,pochutla,MX,84.81,51,71,8.68,15.7432,-96.4661,1650667114
393,eureka,US,62.13,71,36,5.99,40.8021,-124.1637,1650666921
394,veracruz,MX,81.88,49,25,10.31,19.3333,-96.6667,1650667106
395,pudur,IN,77.14,85,99,2.84,13.0,79.15,1650667114
396,red deer,CA,43.29,87,100,2.3,52.2668,-113.802,1650667115
397,palauig,PH,82.17,67,0,5.23,15.435,119.9045,1650667115
398,lucea,JM,78.66,80,76,13.96,18.451,-78.1736,1650667116
399,svobodnyy,RU,40.84,39,60,2.37,51.4,128.1333,1650667116
400,zaragoza,ES,58.01,82,75,1.99,41.6561,-0.8773,1650667116
401,sawtell,AU,62.62,94,40,10.36,-30.3833,153.1,1650667117
402,kingsville,US,87.76,64,40,28.77,27.5159,-97.8561,1650667117
403,atar,MR,78.31,20,49,6.98,20.5169,-13.0499,1650667117
404,vao,NC,75.07,63,69,13.47,-22.6667,167.4833,1650667118
405,esso,RU,31.08,92,100,5.21,55.9333,158.7,1650667118
406,beloha,MG,73.81,76,97,10.74,-25.1667,45.05,1650666908
407,rumford,US,51.69,46,55,10.76,44.5537,-70.5509,1650667119
408,cockburn town,TC,77.67,74,0,19.26,21.4612,-71.1419,1650666922
409,alghero,IT,59.09,88,75,13.8,40.5589,8.3181,1650666944
410,kavaratti,IN,83.95,72,99,3.67,10.5669,72.642,1650667120
411,kang,BW,66.52,57,92,4.79,-23.6752,22.7876,1650667120
412,evensk,RU,24.12,77,95,3.2,61.95,159.2333,1650666977
413,high level,CA,48.31,31,75,8.05,58.5169,-117.136,1650666904
414,inhambane,MZ,71.87,79,100,4.83,-23.865,35.3833,1650667121
415,dwarka,IN,79.81,77,0,13.11,22.2394,68.9678,1650666959
416,ouesso,CG,73.17,88,73,0.45,1.6136,16.0517,1650667121
417,ginir,ET,57.7,86,72,4.45,7.1333,40.7,1650667122
418,calvinia,ZA,59.02,67,88,8.14,-31.4707,19.776,1650667122
419,port keats,AU,78.17,41,33,9.24,-14.25,129.55,1650667122
420,sola,VU,81.21,75,100,12.33,-13.8833,167.55,1650666886
421,nouadhibou,MR,66.18,68,0,17.27,20.931,-17.0347,1650667123
422,charters towers,AU,68.74,88,100,11.68,-20.1,146.2667,1650667123
423,aleksandrovsk-sakhalinskiy,RU,32.45,97,100,16.49,50.8975,142.1561,1650667124
424,constitucion,CL,56.44,94,90,1.54,-35.3333,-72.4167,1650666941
425,progreso,MX,89.71,69,0,22.03,21.2833,-89.6667,1650667124
426,okha,RU,29.77,95,100,16.91,53.5739,142.9478,1650667125
427,lorengau,PG,84.56,72,83,5.7,-2.0226,147.2712,1650666831
428,vanimo,PG,78.26,89,100,4.72,-2.6741,141.3028,1650667125
429,chippewa falls,US,50.18,87,100,19.57,44.9369,-91.3929,1650666902
430,kamloops,CA,59.99,33,75,4.61,50.6665,-120.3192,1650667069
431,muros,ES,50.16,91,100,5.26,42.7762,-9.0603,1650666952
432,ibia,BR,76.46,50,92,2.82,-19.4783,-46.5389,1650667126
433,nabire,ID,76.46,92,100,2.84,-3.3667,135.4833,1650667126
434,barabai,ID,75.02,90,97,1.21,-2.5833,115.3833,1650667127
435,marzuq,YE,69.69,44,6,5.37,14.4,46.4667,1650667127
436,grand gaube,MU,76.37,71,81,8.99,-20.0064,57.6608,1650666956
437,sao joaquim,BR,54.23,97,100,6.2,-28.2939,-49.9317,1650667128
438,vila velha,BR,82.35,72,0,11.5,-20.3297,-40.2925,1650667128
439,two rivers,US,45.09,97,100,11.5,44.1539,-87.5693,1650667128
440,kalach-na-donu,RU,48.81,86,100,9.01,48.691,43.5264,1650667129
441,catia la mar,VE,82.6,89,75,6.91,10.6038,-67.0303,1650667129
442,tubuala,PA,80.83,73,82,2.15,9.5167,-79.0333,1650667130
443,luwuk,ID,80.04,84,100,2.35,-0.9516,122.7875,1650667130
444,rayadrug,IN,82.72,42,54,3.47,14.7,76.8667,1650667131
445,esperance,AU,55.24,84,3,6.82,-33.8667,121.9,1650666949
446,maniitsoq,GL,30.18,92,100,5.01,65.4167,-52.9,1650667131
447,zirandaro,MX,104.94,16,8,8.37,18.45,-100.9833,1650667131
448,taranagar,IN,78.91,21,0,4.56,28.6709,75.0351,1650667132
449,damietta,EG,62.49,78,84,9.6,31.4165,31.8133,1650667132
450,vardo,NO,36.12,97,97,13.0,70.3705,31.1107,1650667133
451,byumba,RW,61.0,94,94,2.59,-1.5763,30.0675,1650667133
452,roald,NO,47.75,87,99,19.57,62.5833,6.1333,1650667133
453,aksha,RU,33.06,73,84,11.72,50.2814,113.2867,1650666915
454,saint-georges,GD,80.28,74,20,17.27,12.0564,-61.7485,1650666921
455,dukat,RU,16.57,83,80,1.99,62.55,155.55,1650667134
456,marienburg,PL,46.89,88,12,5.84,54.0359,19.0266,1650667134
457,storforshei,NO,36.66,92,99,3.44,66.4043,14.5233,1650667135
458,camana,PE,68.5,84,23,6.6,-16.6228,-72.7111,1650667135
459,santa maria,BR,65.5,88,100,6.91,-29.6842,-53.8069,1650666925
460,lagoa,PT,57.27,67,100,15.26,39.05,-27.9833,1650667136
461,kindia,GN,74.07,76,100,3.89,10.0569,-12.8658,1650667136
462,whitehorse,CA,46.02,35,75,16.11,60.7161,-135.0538,1650666917
463,basco,PH,81.5,74,51,18.79,20.4487,121.9702,1650667137
464,volgodonsk,RU,43.7,92,31,9.01,47.5136,42.1514,1650667137
465,jeremie,HT,78.6,74,44,2.37,18.65,-74.1167,1650667138
466,tabuleiro do norte,BR,76.46,89,92,8.81,-5.2467,-38.1306,1650667138
467,casino,AU,64.56,94,66,8.05,-28.8667,153.05,1650667138
468,bac lieu,VN,82.24,77,50,9.35,9.285,105.7244,1650666968
469,saint george,US,58.24,51,75,18.41,37.1041,-113.5841,1650666894
470,santa rosa,PH,83.01,73,13,10.42,14.3122,121.1114,1650666937
471,tommot,RU,27.36,81,81,1.34,58.9564,126.2925,1650667139
472,corlu,TR,57.18,77,0,8.05,41.1592,27.8,1650667140
473,boden,SE,41.0,96,98,3.65,65.8252,21.6886,1650667140
474,bandundu,CD,72.99,95,96,2.04,-3.3167,17.3667,1650667140
475,wajir,KE,78.55,78,100,8.46,1.7471,40.0573,1650667141
476,nantucket,US,62.65,41,0,17.27,41.2835,-70.0995,1650667056
477,kalmunai,LK,77.83,86,82,6.15,7.4167,81.8167,1650666865
478,harrogate,GB,45.95,84,20,13.8,53.9908,-1.5373,1650667071
479,rapid valley,US,70.0,54,75,14.97,44.0625,-103.1463,1650667142
480,bridlington,GB,47.89,90,3,19.22,54.0831,-0.1919,1650667142
481,jiwani,PK,79.92,83,1,3.91,25.05,61.7417,1650667142
482,taganak,PH,77.14,81,97,2.17,6.0833,118.3,1650667143
483,tigil,RU,24.91,81,97,6.13,57.8,158.6667,1650667143
484,wurzen,DE,50.76,88,71,11.41,51.3667,12.7333,1650667144
485,kayiry,UA,45.66,79,40,12.53,46.9454,33.7059,1650667144
486,huarmey,PE,68.23,85,61,8.75,-10.0681,-78.1522,1650667144
487,coahuayana,MX,85.98,45,5,7.18,18.7333,-103.6833,1650666979
488,tanout,NE,87.66,20,16,4.52,14.9709,8.8879,1650667145
489,cayenne,GF,77.09,1,100,3.44,4.9333,-52.3333,1650667146
490,sinegorye,RU,19.78,87,97,2.13,62.0788,150.477,1650667146
491,tres marias,MX,70.83,33,85,4.5,19.0522,-99.2431,1650667147
492,najran,SA,75.85,22,29,3.2,17.4924,44.1277,1650667147
493,adrar,MR,75.27,17,78,11.32,20.5022,-10.0711,1650667147
494,nicoya,CR,82.71,65,97,1.92,10.1483,-85.452,1650667148
495,kiunga,PG,77.74,92,96,2.68,-6.1219,141.2906,1650667148
496,ejido,VE,67.98,96,98,2.93,8.5514,-71.2375,1650667149
497,pedernales,DO,79.38,73,96,4.12,18.0384,-71.744,1650667149
498,inuvik,CA,34.66,34,0,12.66,68.3499,-133.7218,1650666942
499,srikakulam,IN,79.81,86,3,8.55,18.3,83.9,1650667150
500,codrington,AU,54.21,71,4,6.64,-38.2667,141.9667,1650666953
501,srednekolymsk,RU,19.06,89,98,7.92,67.45,153.6833,1650667151
502,atbasar,KZ,33.85,53,1,6.55,51.8,68.3333,1650667151
503,bend,US,54.09,54,75,14.0,44.0582,-121.3153,1650667152
504,pingliang,CN,53.55,52,77,2.53,35.5392,106.6861,1650667152
505,odweyne,SO,73.69,56,58,5.61,9.4092,45.064,1650667153
506,mabaruma,GY,74.48,86,93,4.23,8.2,-59.7833,1650667153
507,borgo san lorenzo,IT,54.09,93,93,3.42,43.9553,11.3835,1650667154
508,inirida,CO,75.13,93,86,3.38,3.8653,-67.9239,1650667154
509,hovd,MN,39.18,38,22,2.93,48.0056,91.6419,1650667155
510,alekseyevka,RU,48.33,80,91,2.68,50.6309,38.6903,1650667155
511,bautar,RO,49.32,95,91,2.01,45.5167,22.5667,1650667155
512,kupang,ID,79.3,82,72,6.35,-10.1667,123.5833,1650667156
513,de-kastri,RU,31.62,94,100,9.4,51.4667,140.7833,1650667156
514,hinton,CA,46.4,67,96,2.64,53.4001,-117.5857,1650667088
515,umtata,ZA,59.61,97,100,2.89,-31.5889,28.7844,1650667157
516,robertsport,LR,80.69,85,98,3.24,6.7533,-11.3686,1650667157
517,kasongo-lunda,CD,69.8,99,100,0.85,-6.4667,16.8167,1650667158
518,itarema,BR,77.88,85,92,8.21,-2.9248,-39.9167,1650667158
519,kimbe,PG,83.16,74,97,1.57,-5.5502,150.1429,1650667158
520,japura,ID,73.26,99,100,1.68,-0.3167,102.35,1650667159
521,zhuanghe,CN,53.92,37,8,6.13,39.7008,122.9911,1650667159
522,korla,CN,62.58,22,14,8.19,41.7597,86.1469,1650667160
523,hamilton,US,77.63,52,40,11.5,39.1834,-84.5333,1650667160
524,saldanha,ZA,57.25,74,0,18.54,-33.0117,17.9442,1650667161
525,valday,RU,42.46,82,94,3.62,57.9747,33.2525,1650667161
526,raga,SS,75.56,75,87,4.9,8.4596,25.678,1650667162
527,dreux,FR,51.51,88,74,9.04,48.6667,1.25,1650667162
528,bambanglipuro,ID,75.85,87,76,4.27,-7.95,110.2833,1650667162
529,belmopan,BZ,86.38,93,49,4.34,17.25,-88.7667,1650667163
530,rabak,SD,90.07,21,76,3.27,13.1809,32.74,1650667163
531,alofi,NU,84.09,79,4,8.05,-19.0595,-169.9187,1650666848
532,tarbagatay,RU,31.53,83,86,3.74,51.4803,107.3602,1650667164
533,nago,JP,76.05,89,100,10.36,26.5881,127.9761,1650667164
534,teguldet,RU,20.35,81,100,11.68,57.3064,88.1667,1650667165
535,neuquen,AR,58.89,72,0,3.44,-38.9516,-68.0591,1650667165
536,kindu,CD,73.27,87,100,2.3,-2.95,25.95,1650667166
537,alekseyevsk,RU,27.63,80,9,3.29,57.8406,108.3492,1650667166
538,taltal,CL,63.64,85,24,6.02,-25.4,-70.4833,1650667166
539,visnes,NO,53.65,47,3,10.36,59.3556,5.2242,1650666899
540,alyangula,AU,76.87,94,4,1.14,-13.8483,136.4192,1650667167
541,sembe,CG,73.0,92,92,1.03,1.6481,14.5806,1650667167
542,san quintin,MX,63.01,60,79,23.71,30.4833,-115.95,1650667168
543,zabid,YE,82.76,64,50,8.14,14.1951,43.3152,1650667168
544,ipora,BR,71.67,57,18,1.54,-16.4419,-51.1178,1650666921
545,vestmanna,FO,40.12,75,72,5.75,62.1564,-7.1664,1650667169
546,griffith,US,62.28,94,100,14.97,41.5284,-87.4237,1650667169
547,mount gambier,AU,44.51,87,0,5.75,-37.8333,140.7667,1650666935
548,dergachi,RU,49.93,95,100,12.15,51.2328,48.7659,1650667170
549,rancho palos verdes,US,69.08,69,20,25.32,33.7445,-118.387,1650667170
550,umm lajj,SA,79.05,56,36,4.45,25.0213,37.2685,1650667170
551,kudahuvadhoo,MV,82.78,75,100,10.71,2.6708,72.8944,1650666975
552,arman,RU,23.02,75,17,3.4,59.7,150.1667,1650667171
553,jumla,NP,46.24,79,7,4.47,29.2747,82.1838,1650667171
554,kashkhatau,RU,41.56,85,98,0.18,43.3185,43.608,1650667172
555,vorobyevka,RU,47.01,94,85,5.48,50.6451,40.9245,1650667172
556,bandarbeyla,SO,81.81,78,31,6.53,9.4942,50.8122,1650666954
